% Model:              block.mph
% Version:            COMSOL 6.3.0.335
% Date:               Apr 23 2025, 14:05
% Dimension:          3
% Nodes:              1222
% Expressions:        3
% Description:        , , 
% Length unit:        m
% X                       Y                        Z                        x+u (m)                  y+v (m)                  z+w (m)
-0.5                      0.12334026554063306      0.058654779297131254     -0.5104220941462679      0.11637567015500282      0.05381535496998147
-0.5                      0.16666666666666663      0                        -0.5                     0.16666666666666663      0
-0.5                      0.08333333333333331      0                        -0.5                     0.08333333333333331      0
-0.5                      -0.033687816529225784    0.06661959115573879      -0.49697960401640345     -0.04383083310902891     0.06827557192636019
-0.5                      0                        0                        -0.5                     0                        0
-0.5                      -0.08333333333333331     0                        -0.5                     -0.08333333333333331     0
-0.5                      0.04507389949456296      0.06573682950521431      -0.5041189668618488      0.034867569050917896     0.06354947114842148
-0.5                      0.19193879173387263      0.052290372929467255     -0.5134412055216335      0.18969260526653628      0.04470018999721549
-0.5                      0.25                     0                        -0.5                     0.25                     0
-0.5                      0.25                     0.08333333333333336      -0.5209155267909563      0.2511303763148364       0.0688097902828221
-0.5                      0.08533935595416114      0.1270691817354711       -0.5103774383754763      0.07390919180378204      0.11871855230488164
-0.49999999999999994      0.17452574373538438      0.12441268879082246      -0.5202827535438526      0.16843027486376513      0.10747674491526113
-0.5                      0.25                     0.1666666666666667       -0.5344910212630071      0.24931274748163693      0.13843631895759304
-0.5                      -0.19804351781487872     0.055796016995343756     -0.48592635532459394     -0.20039042635567803     0.06498606601414458
-0.5                      -0.16666666666666669     0                        -0.5                     -0.16666666666666666     0
-0.5                      -0.25                    0                        -0.5                     -0.25                    0
-0.5                      -0.25                    0.08333333333333336      -0.4778166360337634      -0.24882684588035398     0.09811159071551796
-0.5                      -0.11956155883306634     0.07440367369011547      -0.4888246484163289      -0.12803271092622062     0.08162927213012046
-0.5                      -0.18975229969110305     0.12557696847349875      -0.47761442607256493     -0.19497833955366076     0.14424201708007275
-0.5                      -0.25                    0.1666666666666667       -0.4657676526407158      -0.25050357859178557     0.19486350627214954
-0.5                      -0.18111084114483497     0.20553737138791117      -0.47236391307561737     -0.1847820738969361      0.23295096205151555
-0.5                      -0.25                    0.25000000000000006      -0.4581530051008626      -0.24483872635795742     0.2921957151733942
