GRID*,1,0,1.827261928556E-1,2.500000000000E-1,4.800951331179E-1,0
GRID*,2,0,2.098235707650E-1,2.500000000000E-1,5.648087007796E-1,0
GRID*,3,0,-7.98315189237E-2,-2.50000000000E-1,2.025230063316E-1,0
GRID*,4,0,-9.31260176370E-2,2.499999999999E-1,1.377019434886E-1,0
GRID*,5,0,3.097528764016E-1,-2.50000000000E-1,1.758623939522E+0,0
GRID*,6,0,4.111539669101E-1,2.500000000000E-1,6.503930942227E-1,0
GRID*,7,0,-1.45596216519E-1,-2.50000000000E-1,1.376208869821E-1,0
GRID*,8,0,4.120479999755E-1,2.499999999999E-1,4.329510665077E-2,0
GRID*,9,0,-4.55410710630E-1,2.500000000000E-1,1.921097404927E+0,0
GRID*,10,0,4.559823555227E-1,-2.50000000000E-1,7.602671491810E-2,0
GRID*,11,0,3.911790814330E-1,-2.50000000000E-1,1.692004067983E+0,0
GRID*,12,0,4.395775199657E-1,2.500000000000E-1,1.680621181373E+0,0
GRID*,13,0,4.999999999999E-1,1.744452294369E-1,4.892641007244E-2,0
GRID*,14,0,3.607400879583E-1,8.419084219998E-2,2.000000000000E+0,0
GRID*,15,0,3.036324651138E-1,-2.50000000000E-1,8.165709676934E-1,0
GRID*,16,0,1.857266621584E-1,2.499999999999E-1,2.673167597015E-1,0
GRID*,17,0,-5.00000000000E-1,-1.91601788687E-1,3.600788135081E-1,0
GRID*,18,0,-4.99999999999E-1,1.902932834732E-1,7.757721445541E-1,0
GRID*,19,0,4.999999999999E-1,-3.50200962532E-2,5.233916194023E-1,0
GRID*,20,0,4.999999999999E-1,-7.18919960853E-2,1.892139098038E+0,0
GRID*,21,0,-4.44367075071E-1,2.500000000000E-1,1.623443071852E+0,0
GRID*,22,0,-3.87015164762E-1,-2.50000000000E-1,9.485831682818E-1,0
GRID*,23,0,4.464126473524E-1,-1.30810195482E-2,2.000000000000E+0,0
GRID*,24,0,2.167942795528E-1,2.500000000000E-1,1.514984398656E+0,0
GRID*,25,0,-5.00000000000E-1,2.055229700400E-1,5.559122411786E-1,0
GRID*,26,0,5.000000000000E-1,3.652447924931E-2,2.581587551576E-1,0
GRID*,27,0,-2.30934640791E-1,2.499999999999E-1,5.015426627326E-1,0
GRID*,28,0,-3.44952834997E-1,1.421299230380E-1,0.0,0
GRID*,29,0,-5.00000000000E-1,-2.04061018973E-1,1.443735011199E+0,0
GRID*,30,0,4.999999999999E-1,1.789444073466E-1,1.494051471463E+0,0
GRID*,31,0,-4.99999999999E-1,1.803759375617E-1,1.950064743986E+0,0
GRID*,32,0,7.276247376240E-2,2.499999999999E-1,7.233525206243E-2,0
GRID*,33,0,2.567004349922E-1,-2.49999999999E-1,3.120098685424E-1,0
GRID*,34,0,-1.32124839321E-1,2.500000000000E-1,3.583781870625E-1,0
GRID*,35,0,-2.98257381997E-1,2.500000000000E-1,2.900770628740E-1,0
GRID*,36,0,2.171200974685E-1,-2.49999999999E-1,2.298307056660E-1,0
GRID*,37,0,1.458641553602E-1,-2.49999999999E-1,1.611274978884E+0,0
GRID*,38,0,1.311820494146E-1,2.500000000000E-1,1.618430377025E+0,0
GRID*,39,0,-2.75995092745E-1,-2.49999999999E-1,6.737835313423E-2,0
GRID*,40,0,-2.76207329489E-1,2.499999999999E-1,1.921057096704E+0,0
GRID*,41,0,-5.00000000000E-1,-1.97748227898E-1,1.947447473013E+0,0
GRID*,42,0,-2.27629537797E-1,2.499999999999E-1,1.335024553794E+0,0
GRID*,43,0,-2.67781053647E-1,-2.50000000000E-1,1.355657709940E+0,0
GRID*,44,0,-4.99999999999E-1,-1.09281012320E-1,1.358776879503E+0,0
GRID*,45,0,2.353284766950E-1,2.500000000000E-1,1.159419984316E-1,0
GRID*,46,0,-2.24756944664E-1,-2.50000000000E-1,1.595842577674E+0,0
GRID*,47,0,-4.99999999999E-1,-8.38891561675E-3,1.808107875675E+0,0
GRID*,48,0,4.999999999999E-1,2.282839733289E-3,1.803953437541E+0,0
GRID*,49,0,-1.75678085638E-1,-2.49999999999E-1,1.660984226439E+0,0
GRID*,50,0,-5.00000000000E-1,-1.85650945877E-1,5.024007515876E-1,0
GRID*,51,0,-4.99999999999E-1,-1.27220096610E-1,6.454797980037E-1,0
GRID*,52,0,1.873687803388E-1,2.500000000000E-1,1.314684982650E+0,0
GRID*,53,0,-2.51845117736E-3,-2.50000000000E-1,1.824099568920E-1,0
GRID*,54,0,-2.83151338229E-2,2.500000000000E-1,2.071274950433E-1,0
GRID*,55,0,1.209134191699E-3,2.500000000000E-1,1.770165611562E+0,0
GRID*,56,0,3.513364964091E-2,2.500000000000E-1,1.840016966040E+0,0
GRID*,57,0,4.052294890139E-1,2.500000000000E-1,1.346128526151E+0,0
GRID*,58,0,5.000000000000E-1,2.123802954713E-2,7.433598811541E-1,0
GRID*,59,0,-3.16504494730E-1,-2.49999999999E-1,1.924734710075E+0,0
GRID*,60,0,-1.07295736834E-1,2.500000000000E-1,1.531505003947E+0,0
GRID*,61,0,4.476177408682E-1,-2.50000000000E-1,1.925710897824E+0,0
GRID*,62,0,-5.00000000000E-1,1.827353768455E-1,1.521777690152E+0,0
GRID*,63,0,1.439105207347E-1,-2.49999999999E-1,1.483521125176E+0,0
GRID*,64,0,1.139214083763E-1,-2.50000000000E-1,1.683075252611E+0,0
GRID*,65,0,-4.49355489259E-1,2.500000000000E-1,1.082582485741E+0,0
GRID*,66,0,1.553871116953E-1,-2.50000000000E-1,2.877870328682E-1,0
GRID*,67,0,-5.00000000000E-1,-1.38943879855E-1,1.139975619091E+0,0
GRID*,68,0,-7.19535856318E-2,2.499999999999E-1,1.777366848836E+0,0
GRID*,69,0,4.999999999999E-1,-1.99858855428E-1,1.453500530976E+0,0
GRID*,70,0,4.181832489648E-1,-2.50000000000E-1,1.052925539912E+0,0
GRID*,71,0,-3.91362354610E-2,-2.50000000000E-1,1.427005293064E+0,0
GRID*,72,0,-4.99999999999E-1,1.918687138525E-1,2.571407690789E-1,0
GRID*,73,0,4.999999999999E-1,-1.87531854821E-1,4.647453767657E-1,0
GRID*,74,0,1.899186337085E-1,-2.50000000000E-1,1.532916172997E+0,0
GRID*,75,0,-5.00000000000E-1,-1.35485672061E-1,5.790942392720E-2,0
GRID*,76,0,4.999999999999E-1,-1.43450901890E-1,1.929316568780E+0,0
GRID*,77,0,-5.00000000000E-1,7.114839597019E-2,2.613191786985E-1,0
GRID*,78,0,3.888745071438E-1,-1.61424660389E-1,0.0,0
GRID*,79,0,-4.20408346624E-1,1.982026198306E-1,1.999999999999E+0,0
GRID*,80,0,-4.11997402041E-1,-2.49999999999E-1,6.765142973491E-1,0
GRID*,81,0,3.405757066438E-1,2.500000000000E-1,6.909262767141E-1,0
GRID*,82,0,3.477365914689E-1,-2.50000000000E-1,1.545859392104E+0,0
GRID*,83,0,2.853814620110E-1,-2.50000000000E-1,1.074162422844E+0,0
GRID*,84,0,5.000000000000E-1,7.860669155276E-2,4.678526470921E-1,0
GRID*,85,0,-5.00000000000E-1,-8.55826404865E-2,1.010057162986E+0,0
GRID*,86,0,-2.62745798934E-1,-2.50000000000E-1,1.270793803230E+0,0
