204473,"[1] INCR 8, LOAD=1.0",[2] T1 TRANSLATION,Node,1,0.0121575464
204477,"[1] INCR 8, LOAD=1.0",[2] T1 TRANSLATION,Node,2,0.013978852
204481,"[1] INCR 8, LOAD=1.0",[2] T1 TRANSLATION,Node,3,0.00278562983
204485,"[1] INCR 8, LOAD=1.0",[2] T1 TRANSLATION,Node,4,-0.00331153418
204489,"[1] INCR 8, LOAD=1.0",[2] T1 TRANSLATION,Node,5,-0.00547266984
204493,"[1] INCR 8, LOAD=1.0",[2] T1 TRANSLATION,Node,6,0.025497539
204497,"[1] INCR 8, LOAD=1.0",[2] T1 TRANSLATION,Node,7,0.00401591184
204501,"[1] INCR 8, LOAD=1.0",[2] T1 TRANSLATION,Node,8,0.00870857947
204505,"[1] INCR 8, LOAD=1.0",[2] T1 TRANSLATION,Node,9,-0.0022703805
204509,"[1] INCR 8, LOAD=1.0",[2] T1 TRANSLATION,Node,10,-0.0133550968
204513,"[1] INCR 8, LOAD=1.0",[2] T1 TRANSLATION,Node,11,-0.00755098928
204517,"[1] INCR 8, LOAD=1.0",[2] T1 TRANSLATION,Node,12,0.00583450589
204521,"[1] INCR 8, LOAD=1.0",[2] T1 TRANSLATION,Node,13,0.0109432312
204525,"[1] INCR 8, LOAD=1.0",[2] T1 TRANSLATION,Node,14,-0.000359530299
204529,"[1] INCR 8, LOAD=1.0",[2] T1 TRANSLATION,Node,15,-0.0150985969
204533,"[1] INCR 8, LOAD=1.0",[2] T1 TRANSLATION,Node,16,0.0113077788
204537,"[1] INCR 8, LOAD=1.0",[2] T1 TRANSLATION,Node,17,0.0234765746
204541,"[1] INCR 8, LOAD=1.0",[2] T1 TRANSLATION,Node,18,-0.0202423912
204545,"[1] INCR 8, LOAD=1.0",[2] T1 TRANSLATION,Node,19,-0.00482100993
204549,"[1] INCR 8, LOAD=1.0",[2] T1 TRANSLATION,Node,20,-0.00281593972
204553,"[1] INCR 8, LOAD=1.0",[2] T1 TRANSLATION,Node,21,-0.0065907836
204557,"[1] INCR 8, LOAD=1.0",[2] T1 TRANSLATION,Node,22,0.0180937927
204561,"[1] INCR 8, LOAD=1.0",[2] T1 TRANSLATION,Node,23,-0.00161171856
204565,"[1] INCR 8, LOAD=1.0",[2] T1 TRANSLATION,Node,24,0.00461047702
204569,"[1] INCR 8, LOAD=1.0",[2] T1 TRANSLATION,Node,25,-0.0261869133
204573,"[1] INCR 8, LOAD=1.0",[2] T1 TRANSLATION,Node,26,0.00511103915
204577,"[1] INCR 8, LOAD=1.0",[2] T1 TRANSLATION,Node,27,-0.015286535
204581,"[1] INCR 8, LOAD=1.0",[2] T1 TRANSLATION,Node,28,0
204585,"[1] INCR 8, LOAD=1.0",[2] T1 TRANSLATION,Node,29,0.0115795173
204589,"[1] INCR 8, LOAD=1.0",[2] T1 TRANSLATION,Node,30,0.00678464957
204593,"[1] INCR 8, LOAD=1.0",[2] T1 TRANSLATION,Node,31,-0.000502561394
204597,"[1] INCR 8, LOAD=1.0",[2] T1 TRANSLATION,Node,32,0.00185333728
204601,"[1] INCR 8, LOAD=1.0",[2] T1 TRANSLATION,Node,33,-0.012783654
204605,"[1] INCR 8, LOAD=1.0",[2] T1 TRANSLATION,Node,34,-0.00907519739
204609,"[1] INCR 8, LOAD=1.0",[2] T1 TRANSLATION,Node,35,-0.0196605828
204613,"[1] INCR 8, LOAD=1.0",[2] T1 TRANSLATION,Node,36,-0.00869220775
204617,"[1] INCR 8, LOAD=1.0",[2] T1 TRANSLATION,Node,37,-0.00338439271
204621,"[1] INCR 8, LOAD=1.0",[2] T1 TRANSLATION,Node,38,0.00235978048
204625,"[1] INCR 8, LOAD=1.0",[2] T1 TRANSLATION,Node,39,0.00499879755
204629,"[1] INCR 8, LOAD=1.0",[2] T1 TRANSLATION,Node,40,-0.00185072888
204633,"[1] INCR 8, LOAD=1.0",[2] T1 TRANSLATION,Node,41,0.00433235615
204637,"[1] INCR 8, LOAD=1.0",[2] T1 TRANSLATION,Node,42,-0.00642728992
204641,"[1] INCR 8, LOAD=1.0",[2] T1 TRANSLATION,Node,43,0.00803050678
204645,"[1] INCR 8, LOAD=1.0",[2] T1 TRANSLATION,Node,44,0.00766851427
204649,"[1] INCR 8, LOAD=1.0",[2] T1 TRANSLATION,Node,45,0.00929963775
204653,"[1] INCR 8, LOAD=1.0",[2] T1 TRANSLATION,Node,46,0.00488169119
204657,"[1] INCR 8, LOAD=1.0",[2] T1 TRANSLATION,Node,47,0.00185769401
204661,"[1] INCR 8, LOAD=1.0",[2] T1 TRANSLATION,Node,48,-0.0015953402
204665,"[1] INCR 8, LOAD=1.0",[2] T1 TRANSLATION,Node,49,0.00348572922
204669,"[1] INCR 8, LOAD=1.0",[2] T1 TRANSLATION,Node,50,0.0228083525
204673,"[1] INCR 8, LOAD=1.0",[2] T1 TRANSLATION,Node,51,0.0153942965
204677,"[1] INCR 8, LOAD=1.0",[2] T1 TRANSLATION,Node,52,0.00573641993
204681,"[1] INCR 8, LOAD=1.0",[2] T1 TRANSLATION,Node,53,-0.000395547075
204685,"[1] INCR 8, LOAD=1.0",[2] T1 TRANSLATION,Node,54,-0.00118503708
204689,"[1] INCR 8, LOAD=1.0",[2] T1 TRANSLATION,Node,55,0.000160490876
204693,"[1] INCR 8, LOAD=1.0",[2] T1 TRANSLATION,Node,56,0.000517476699
204697,"[1] INCR 8, LOAD=1.0",[2] T1 TRANSLATION,Node,57,0.0112357549
204701,"[1] INCR 8, LOAD=1.0",[2] T1 TRANSLATION,Node,58,0.00148592016
204705,"[1] INCR 8, LOAD=1.0",[2] T1 TRANSLATION,Node,59,0.00410764897
204709,"[1] INCR 8, LOAD=1.0",[2] T1 TRANSLATION,Node,60,-0.00205859193
204713,"[1] INCR 8, LOAD=1.0",[2] T1 TRANSLATION,Node,61,-0.00544816116
204717,"[1] INCR 8, LOAD=1.0",[2] T1 TRANSLATION,Node,62,-0.00638708659
204721,"[1] INCR 8, LOAD=1.0",[2] T1 TRANSLATION,Node,63,-0.00393114937
204725,"[1] INCR 8, LOAD=1.0",[2] T1 TRANSLATION,Node,64,-0.00242981687
204729,"[1] INCR 8, LOAD=1.0",[2] T1 TRANSLATION,Node,65,-0.0177767761
204733,"[1] INCR 8, LOAD=1.0",[2] T1 TRANSLATION,Node,66,-0.00711029815
204737,"[1] INCR 8, LOAD=1.0",[2] T1 TRANSLATION,Node,67,0.0118527496
204741,"[1] INCR 8, LOAD=1.0",[2] T1 TRANSLATION,Node,68,-0.000712039182
204745,"[1] INCR 8, LOAD=1.0",[2] T1 TRANSLATION,Node,69,-0.0114983926
204749,"[1] INCR 8, LOAD=1.0",[2] T1 TRANSLATION,Node,70,-0.0184602775
204753,"[1] INCR 8, LOAD=1.0",[2] T1 TRANSLATION,Node,71,0.0008998228
204757,"[1] INCR 8, LOAD=1.0",[2] T1 TRANSLATION,Node,72,-0.025783563
204761,"[1] INCR 8, LOAD=1.0",[2] T1 TRANSLATION,Node,73,-0.0239573102
204765,"[1] INCR 8, LOAD=1.0",[2] T1 TRANSLATION,Node,74,-0.00481105875
204769,"[1] INCR 8, LOAD=1.0",[2] T1 TRANSLATION,Node,75,0.00846199226
204773,"[1] INCR 8, LOAD=1.0",[2] T1 TRANSLATION,Node,76,-0.0036968973
204777,"[1] INCR 8, LOAD=1.0",[2] T1 TRANSLATION,Node,77,-0.00990683585
204781,"[1] INCR 8, LOAD=1.0",[2] T1 TRANSLATION,Node,78,0
204785,"[1] INCR 8, LOAD=1.0",[2] T1 TRANSLATION,Node,79,-0.000606603455
204789,"[1] INCR 8, LOAD=1.0",[2] T1 TRANSLATION,Node,80,0.0225760397
204793,"[1] INCR 8, LOAD=1.0",[2] T1 TRANSLATION,Node,81,0.0207469612
204797,"[1] INCR 8, LOAD=1.0",[2] T1 TRANSLATION,Node,82,-0.00847059488
204801,"[1] INCR 8, LOAD=1.0",[2] T1 TRANSLATION,Node,83,-0.0122281704
204805,"[1] INCR 8, LOAD=1.0",[2] T1 TRANSLATION,Node,84,0.0100633251
